,safegraph_place_id,longitude,latitude,cbg,visits,hotspot_origin,hotspot_destination,cbg_longitude,cbg_latitude,top_category
0,sg:07056e4f4bd544439f4b6dce9908c015,-87.90629799999999,41.971176,170319800001,164,True,True,-87.9024376,41.9794191,Support Activities for Air Transportation
1,sg:d5b5126345e747219046627b378c1c2f,-87.924409,41.962474,170319800001,6,True,True,-87.9024376,41.9794191,Couriers and Express Delivery Services
2,sg:87441fbb4b6a4d7aaec3ed7eb83a72de,-87.909937,41.979265999999996,170319800001,43,True,True,-87.9024376,41.9794191,Support Activities for Air Transportation
3,sg:f94c86b5571e4caa8a33c4cdae1ad408,-87.905234,41.97661,170319800001,18,True,True,-87.9024376,41.9794191,Traveler Accommodation
4,sg:f65207832bba4da784af2ecb308f8f06,-87.63709899999999,41.684976,170319800001,4,True,False,-87.9024376,41.9794191,Child Day Care Services
5,sg:557a503b291a4e3fa6b0c562e666efbb,-87.729231,41.952959,170319800001,4,True,False,-87.9024376,41.9794191,Rail Transportation
6,sg:d3d143b7eba4466ab909984a3195ef2e,-87.728751,41.786120000000004,170319800001,5,True,True,-87.9024376,41.9794191,Religious Organizations
7,sg:f37013df8ea543f785e6013f839660ba,-87.907095,41.953885,170319800001,15,True,True,-87.9024376,41.9794191,Postal Service
8,sg:3a7fe5f8a5224ac98cd336cc2aac3a6d,-87.90661,41.975143,170319800001,24,True,True,-87.9024376,41.9794191,Support Activities for Air Transportation
9,sg:ab7ed0804f10443a83f578e4f8ff6d9d,-87.891601,41.975770000000004,170319800001,15,True,True,-87.9024376,41.9794191,Support Activities for Air Transportation
10,sg:56592952579d472199777b25f014dd35,-87.88402099999999,41.981187,170319800001,4,True,False,-87.9024376,41.9794191,Specialty Food Stores
11,sg:4cdcee0dc1f74edeb636d325b26fe6d5,-87.903712,41.97738,170319800001,19,True,True,-87.9024376,41.9794191,Traveler Accommodation
12,sg:8638c3a1443748bb89c23d409c7b4c74,-87.728656,41.953410999999996,170319800001,4,True,False,-87.9024376,41.9794191,"Office Supplies, Stationery, and Gift Stores"
13,sg:4c33ac9b79534209a8230ecd1eeec2aa,-87.644039,41.794588,170319800001,4,True,False,-87.9024376,41.9794191,Personal Care Services
14,sg:0d6192947c1945ad957055c8909191a1,-87.622566,41.894047,170316915002,4,False,False,-87.59842090000001,41.7551086,Restaurants and Other Eating Places
15,sg:f06ca01ab09f407686a40b3f9234e5a4,-87.683079,41.784953,170316915002,4,False,False,-87.59842090000001,41.7551086,"Automotive Parts, Accessories, and Tire Stores"
16,sg:97544be05b9041c3a3d89c125b0c3c60,-87.599556,41.752584999999996,170316915002,4,False,False,-87.59842090000001,41.7551086,Religious Organizations
17,sg:0baf9bec607842949789085be85f4245,-87.750951,41.909866,170316915002,4,False,False,-87.59842090000001,41.7551086,Automotive Repair and Maintenance
18,sg:0fdf13b8641b46e695e728609c663738,-87.627289,41.874858,180890403001,4,False,False,-87.5140485,41.5694045,Grocery Stores
19,sg:601206188f094f158d057c6207a88208,-87.478603,41.559028999999995,180890403001,6,False,True,-87.5140485,41.5694045,"Museums, Historical Sites, and Similar Institutions"
20,sg:14b27e34a72c4f56b7c2a9f6805870ee,-87.744328,41.798719,170438444021,4,False,False,-87.9813203,41.835199200000005,Other Miscellaneous Store Retailers
21,sg:1d8ae16a31a74616a36b3b71c63f9c71,-87.776999,41.780538,170316403006,5,True,True,-87.77643929999999,41.781138500000004,Elementary and Secondary Schools
22,sg:5ec813f9038245639c6eb265b9a813ba,-87.677095,41.931051000000004,170316403006,5,True,True,-87.77643929999999,41.781138500000004,"Sporting Goods, Hobby, and Musical Instrument Stores"
23,sg:9ecd9e173bf64dd096e612bf9eb8c18e,-87.642166,41.857498,170316403006,4,True,False,-87.77643929999999,41.781138500000004,Restaurants and Other Eating Places
24,sg:2a30e79a029344a99393cc8bb74392e4,-87.65428299999999,41.936558000000005,170316403006,4,True,False,-87.77643929999999,41.781138500000004,Restaurants and Other Eating Places
25,sg:3b52a40083fd47f8a299ef020b2d97ab,-87.76226,41.778306,170316403006,4,True,False,-87.77643929999999,41.781138500000004,Bakeries and Tortilla Manufacturing
26,sg:898fe257f4bb4a5d88b17039d33271c3,-87.679866,41.89966,170316403006,4,True,False,-87.77643929999999,41.781138500000004,Religious Organizations
27,sg:b8d22368726b4132a98869b11f47eab4,-87.771272,41.780708000000004,170316403006,13,True,True,-87.77643929999999,41.781138500000004,Elementary and Secondary Schools
28,sg:8b5ce0ad6b85467b9e155d88600b5bf8,-87.79818900000001,41.798755,170316403006,9,True,True,-87.77643929999999,41.781138500000004,"Museums, Historical Sites, and Similar Institutions"
29,sg:16cc703aba094e58a9460191542835ab,-87.60745899999999,41.807282,170316403006,5,True,True,-87.77643929999999,41.781138500000004,Electronics and Appliance Stores
30,sg:1c38d33c73394e919ea0c02f2eff7d56,-87.781501,41.778365,170316403006,6,True,True,-87.77643929999999,41.781138500000004,Health and Personal Care Stores
